response_id,age_group,gender,city_tier,primary_hair_concern,hairfall_severity,current_brand,satisfaction_score,willingness_to_pay_inr,purchase_frequency,ingredient_preference,feedback_text
RESP_0531,25-34,Male,Tier 1,Frizz,Mild (Seasonal),Generic/Ayurvedic,1,699,Quarterly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0532,45-54,Female,Tier 1,Dandruff,Moderate (Clumps),Generic/Ayurvedic,4,499,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0533,35-44,Female,Tier 2,Hairfall,Severe (Visible Thinning),Tresemme,10,999,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0534,45-54,Female,Tier 2,Oily Scalp,Severe (Visible Thinning),Head & Shoulders,7,399,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0535,35-44,Female,Tier 2,Hairfall,Moderate (Clumps),Pantene,7,399,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0536,18-24,Male,Tier 2,Oily Scalp,Severe (Visible Thinning),Head & Shoulders,9,150,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0537,35-44,Female,Tier 1,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,4,399,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0538,45-54,Male,Tier 1,Frizz,Mild (Seasonal),Tresemme,9,699,Quarterly,Chemical/Scientific,Nothing works on my scalp.
RESP_0539,35-44,Female,Tier 2,Dandruff,Severe (Visible Thinning),Pantene,8,399,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0540,18-24,Female,Tier 1,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,8,499,Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0541,25-34,Male,Tier 1,Dandruff,Mild (Seasonal),Dove,8,699,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0542,45-54,Female,Tier 1,Hairfall,Mild (Seasonal),Tresemme,7,999,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0543,45-54,Female,Tier 3,Hairfall,Mild (Seasonal),Mamaearth,2,699,Monthly,No Preference,Just marketing gimmicks.
RESP_0544,55+,Female,Tier 3,Oily Scalp,Mild (Seasonal),Pantene,2,699,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0545,35-44,Female,Tier 3,Hairfall,Severe (Visible Thinning),Tresemme,8,150,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0546,25-34,Female,Tier 3,Frizz,Severe (Visible Thinning),Head & Shoulders,6,399,Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0547,35-44,Male,Tier 3,Dandruff,Severe (Visible Thinning),Dove,5,250,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0548,25-34,Male,Tier 1,Dryness,Moderate (Clumps),Mamaearth,7,499,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0549,18-24,Female,Tier 3,Hairfall,Moderate (Clumps),Mamaearth,8,250,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0550,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Mamaearth,5,250,Quarterly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0551,25-34,Female,Tier 3,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,3,699,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0552,35-44,Female,Tier 2,Hairfall,Moderate (Clumps),Tresemme,5,250,Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0553,45-54,Female,Tier 2,Oily Scalp,Severe (Visible Thinning),Mamaearth,2,699,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0554,45-54,Male,Tier 1,Dandruff,Severe (Visible Thinning),Head & Shoulders,2,699,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0555,25-34,Female,Tier 3,Dryness,Severe (Visible Thinning),Mamaearth,9,399,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0556,18-24,Male,Tier 2,Hairfall,Mild (Seasonal),Head & Shoulders,2,699,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0557,35-44,Male,Tier 2,Dandruff,Mild (Seasonal),Generic/Ayurvedic,9,399,Bi-Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0558,45-54,Female,Tier 1,Hairfall,Mild (Seasonal),Mamaearth,4,699,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0559,18-24,Male,Tier 1,Hairfall,Moderate (Clumps),Generic/Ayurvedic,4,399,Bi-Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0560,35-44,Male,Tier 3,Hairfall,Mild (Seasonal),Head & Shoulders,2,699,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0561,45-54,Female,Tier 3,Frizz,Severe (Visible Thinning),Mamaearth,5,999,Bi-Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0562,25-34,Male,Tier 2,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,9,699,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0563,18-24,Male,Tier 1,Dandruff,Moderate (Clumps),Dove,9,250,Monthly,Chemical/Scientific,Nothing works on my scalp.
RESP_0564,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Generic/Ayurvedic,6,250,Bi-Monthly,Chemical/Scientific,Nothing works on my scalp.
RESP_0565,18-24,Male,Tier 1,Hairfall,Moderate (Clumps),Tresemme,2,699,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0566,35-44,Female,Tier 1,Hairfall,Moderate (Clumps),Dove,2,699,Bi-Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0567,35-44,Female,Tier 1,Hairfall,Mild (Seasonal),Generic/Ayurvedic,7,499,Bi-Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0568,25-34,Female,Tier 3,Dryness,Mild (Seasonal),Dove,4,399,Bi-Monthly,Chemical/Scientific,Nothing works on my scalp.
RESP_0569,55+,Female,Tier 3,Dryness,Severe (Visible Thinning),Generic/Ayurvedic,3,699,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0570,35-44,Male,Tier 1,Hairfall,Mild (Seasonal),Dove,7,399,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0571,35-44,Male,Tier 3,Hairfall,Mild (Seasonal),Mamaearth,8,150,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0572,55+,Male,Tier 2,Hairfall,Mild (Seasonal),Head & Shoulders,8,399,Quarterly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0573,25-34,Female,Tier 3,Hairfall,Moderate (Clumps),Head & Shoulders,9,250,Quarterly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0574,18-24,Female,Tier 2,Dandruff,Mild (Seasonal),Head & Shoulders,3,699,Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0575,35-44,Female,Tier 2,Dandruff,Mild (Seasonal),Dove,2,699,Bi-Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0576,25-34,Female,Tier 3,Dandruff,Severe (Visible Thinning),Pantene,2,699,Bi-Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0577,45-54,Female,Tier 1,Hairfall,Severe (Visible Thinning),Dove,6,250,Quarterly,Chemical/Scientific,Too expensive for daily use.
RESP_0578,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Dove,5,399,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0579,35-44,Female,Tier 1,Hairfall,Moderate (Clumps),Tresemme,1,699,Bi-Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0580,55+,Male,Tier 2,Dandruff,Severe (Visible Thinning),Mamaearth,3,699,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0581,25-34,Male,Tier 2,Dandruff,Moderate (Clumps),Mamaearth,3,699,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0582,25-34,Other,Tier 3,Oily Scalp,Moderate (Clumps),Dove,9,399,Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0583,35-44,Female,Tier 2,Dandruff,Mild (Seasonal),Generic/Ayurvedic,3,699,Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0584,55+,Female,Tier 2,Dandruff,Mild (Seasonal),Pantene,5,250,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0585,35-44,Male,Tier 1,Oily Scalp,Moderate (Clumps),Mamaearth,9,150,Bi-Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0586,25-34,Female,Tier 1,Frizz,Mild (Seasonal),Tresemme,5,250,Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0587,35-44,Female,Tier 1,Dryness,Mild (Seasonal),Mamaearth,6,499,Quarterly,No Preference,Just marketing gimmicks.
RESP_0588,25-34,Male,Tier 2,Hairfall,Mild (Seasonal),Mamaearth,7,399,Bi-Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0589,25-34,Male,Tier 2,Hairfall,Moderate (Clumps),Dove,2,699,Bi-Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0590,18-24,Male,Tier 1,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,8,499,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0591,35-44,Female,Tier 2,Hairfall,Mild (Seasonal),Dove,8,150,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0592,45-54,Female,Tier 2,Frizz,Severe (Visible Thinning),Tresemme,4,399,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0593,25-34,Female,Tier 1,Dandruff,Severe (Visible Thinning),Mamaearth,1,699,Bi-Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0594,45-54,Male,Tier 1,Hairfall,Moderate (Clumps),Mamaearth,9,699,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0595,45-54,Female,Tier 1,Hairfall,Moderate (Clumps),Head & Shoulders,6,399,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0596,18-24,Female,Tier 1,Hairfall,Mild (Seasonal),Head & Shoulders,5,399,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0597,35-44,Female,Tier 3,Hairfall,Mild (Seasonal),Dove,3,699,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0598,25-34,Male,Tier 1,Frizz,Moderate (Clumps),Generic/Ayurvedic,6,399,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0599,45-54,Female,Tier 2,Dandruff,Moderate (Clumps),Pantene,1,699,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0600,18-24,Female,Tier 1,Hairfall,Mild (Seasonal),Pantene,1,699,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0601,55+,Female,Tier 3,Hairfall,Mild (Seasonal),Dove,10,699,Bi-Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0602,25-34,Female,Tier 1,Frizz,Moderate (Clumps),Generic/Ayurvedic,4,399,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0603,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Dove,9,399,Bi-Monthly,Chemical/Scientific,Nothing works on my scalp.
RESP_0604,25-34,Male,Tier 2,Dryness,Severe (Visible Thinning),Head & Shoulders,5,699,Quarterly,Chemical/Scientific,I prefer natural smell.
RESP_0605,45-54,Female,Tier 1,Frizz,Mild (Seasonal),Generic/Ayurvedic,8,250,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0606,25-34,Female,Tier 3,Hairfall,Moderate (Clumps),Pantene,3,699,Quarterly,Chemical/Scientific,Nothing works on my scalp.
RESP_0607,18-24,Male,Tier 1,Dandruff,Severe (Visible Thinning),Dove,10,399,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0608,25-34,Male,Tier 1,Hairfall,Mild (Seasonal),Tresemme,3,699,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0609,45-54,Female,Tier 1,Hairfall,Severe (Visible Thinning),Dove,5,250,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0610,55+,Male,Tier 2,Hairfall,Moderate (Clumps),Tresemme,8,150,Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0611,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Head & Shoulders,6,699,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0612,35-44,Female,Tier 3,Frizz,Mild (Seasonal),Tresemme,2,699,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0613,35-44,Female,Tier 1,Dandruff,Severe (Visible Thinning),Mamaearth,4,399,Monthly,No Preference,I need a solution for post-partum hair loss.
RESP_0614,18-24,Male,Tier 1,Oily Scalp,Severe (Visible Thinning),Tresemme,6,999,Quarterly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0615,18-24,Female,Tier 1,Dandruff,Moderate (Clumps),Generic/Ayurvedic,5,150,Monthly,Chemical/Scientific,Nothing works on my scalp.
RESP_0616,45-54,Female,Tier 1,Hairfall,Mild (Seasonal),Head & Shoulders,3,699,Bi-Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0617,25-34,Male,Tier 1,Hairfall,Mild (Seasonal),Pantene,8,499,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0618,25-34,Female,Tier 3,Hairfall,Severe (Visible Thinning),Pantene,3,699,Quarterly,No Preference,I want something that actually stops hairfall.
RESP_0619,35-44,Female,Tier 3,Hairfall,Mild (Seasonal),Pantene,5,150,Monthly,No Preference,Good but causes dandruff.
RESP_0620,25-34,Female,Tier 2,Hairfall,Severe (Visible Thinning),Head & Shoulders,3,699,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0621,18-24,Male,Tier 1,Oily Scalp,Mild (Seasonal),Generic/Ayurvedic,5,399,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0622,25-34,Female,Tier 1,Hairfall,Severe (Visible Thinning),Dove,5,150,Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0623,25-34,Female,Tier 1,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,4,499,Quarterly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0624,18-24,Female,Tier 1,Hairfall,Severe (Visible Thinning),Dove,6,250,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0625,35-44,Male,Tier 3,Hairfall,Mild (Seasonal),Head & Shoulders,3,699,Bi-Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0626,45-54,Female,Tier 2,Hairfall,Mild (Seasonal),Tresemme,6,399,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0627,18-24,Female,Tier 3,Frizz,Moderate (Clumps),Dove,6,499,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0628,35-44,Male,Tier 3,Hairfall,Mild (Seasonal),Tresemme,8,250,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0629,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Pantene,7,399,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0630,25-34,Female,Tier 2,Oily Scalp,Mild (Seasonal),Tresemme,5,250,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0631,35-44,Male,Tier 2,Hairfall,Moderate (Clumps),Mamaearth,6,499,Bi-Monthly,No Preference,I prefer natural smell.
RESP_0632,25-34,Male,Tier 1,Dandruff,Mild (Seasonal),Pantene,7,250,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0633,45-54,Female,Tier 3,Hairfall,Severe (Visible Thinning),Mamaearth,1,699,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0634,35-44,Female,Tier 3,Hairfall,Mild (Seasonal),Pantene,6,699,Bi-Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0635,35-44,Male,Tier 2,Frizz,Mild (Seasonal),Pantene,1,699,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0636,25-34,Female,Tier 2,Hairfall,Mild (Seasonal),Tresemme,8,150,Quarterly,Chemical/Scientific,I prefer natural smell.
RESP_0637,35-44,Female,Tier 2,Dandruff,Moderate (Clumps),Tresemme,2,699,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0638,35-44,Male,Tier 1,Hairfall,Mild (Seasonal),Mamaearth,7,150,Quarterly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0639,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Pantene,2,699,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0640,45-54,Female,Tier 1,Oily Scalp,Mild (Seasonal),Generic/Ayurvedic,9,499,Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0641,35-44,Female,Tier 3,Dandruff,Moderate (Clumps),Dove,1,699,Monthly,No Preference,I want something that actually stops hairfall.
RESP_0642,18-24,Male,Tier 3,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,3,699,Quarterly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0643,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Mamaearth,5,499,Quarterly,Chemical/Scientific,I prefer natural smell.
RESP_0644,45-54,Female,Tier 3,Dryness,Severe (Visible Thinning),Head & Shoulders,5,499,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0645,35-44,Female,Tier 1,Dandruff,Severe (Visible Thinning),Head & Shoulders,10,150,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0646,25-34,Female,Tier 2,Hairfall,Mild (Seasonal),Head & Shoulders,9,699,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0647,25-34,Female,Tier 2,Hairfall,Severe (Visible Thinning),Pantene,7,150,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0648,25-34,Male,Tier 3,Hairfall,Severe (Visible Thinning),Mamaearth,3,699,Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0649,18-24,Female,Tier 2,Dandruff,Severe (Visible Thinning),Head & Shoulders,9,499,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0650,25-34,Female,Tier 2,Hairfall,Mild (Seasonal),Generic/Ayurvedic,2,699,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0651,35-44,Male,Tier 2,Hairfall,Mild (Seasonal),Generic/Ayurvedic,3,699,Bi-Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0652,45-54,Female,Tier 2,Hairfall,Severe (Visible Thinning),Pantene,10,499,Bi-Monthly,Chemical/Scientific,Just marketing gimmicks.
RESP_0653,18-24,Female,Tier 2,Hairfall,Severe (Visible Thinning),Dove,10,250,Bi-Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0654,25-34,Female,Tier 3,Hairfall,Mild (Seasonal),Mamaearth,7,399,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0655,18-24,Male,Tier 3,Dandruff,Severe (Visible Thinning),Tresemme,7,399,Bi-Monthly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0656,55+,Male,Tier 2,Hairfall,Severe (Visible Thinning),Generic/Ayurvedic,2,699,Bi-Monthly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0657,18-24,Female,Tier 1,Hairfall,Mild (Seasonal),Pantene,2,699,Quarterly,Chemical/Scientific,Nothing works on my scalp.
RESP_0658,45-54,Male,Tier 1,Dandruff,Moderate (Clumps),Generic/Ayurvedic,8,999,Bi-Monthly,No Preference,Nothing works on my scalp.
RESP_0659,18-24,Male,Tier 1,Oily Scalp,Moderate (Clumps),Head & Shoulders,6,699,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0660,18-24,Female,Tier 1,Oily Scalp,Mild (Seasonal),Pantene,7,399,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0661,35-44,Female,Tier 2,Hairfall,Moderate (Clumps),Generic/Ayurvedic,7,250,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0662,25-34,Female,Tier 2,Hairfall,Severe (Visible Thinning),Head & Shoulders,8,399,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0663,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Generic/Ayurvedic,3,699,Quarterly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0664,45-54,Female,Tier 1,Dryness,Mild (Seasonal),Dove,9,399,Bi-Monthly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0665,25-34,Female,Tier 2,Dandruff,Mild (Seasonal),Tresemme,5,699,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0666,35-44,Male,Tier 3,Dandruff,Severe (Visible Thinning),Mamaearth,9,250,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0667,35-44,Other,Tier 2,Dandruff,Moderate (Clumps),Dove,2,699,Bi-Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0668,25-34,Male,Tier 1,Dandruff,Moderate (Clumps),Pantene,1,699,Monthly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0669,45-54,Male,Tier 3,Hairfall,Moderate (Clumps),Tresemme,10,150,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0670,18-24,Male,Tier 3,Hairfall,Severe (Visible Thinning),Tresemme,6,250,Quarterly,Chemical/Scientific,Made my hair dry but stopped fall.
RESP_0671,35-44,Female,Tier 1,Hairfall,Mild (Seasonal),Dove,5,399,Monthly,No Preference,Just marketing gimmicks.
RESP_0672,25-34,Female,Tier 1,Dandruff,Severe (Visible Thinning),Mamaearth,4,499,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0673,35-44,Male,Tier 1,Dryness,Severe (Visible Thinning),Generic/Ayurvedic,4,399,Quarterly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0674,25-34,Female,Tier 2,Hairfall,Moderate (Clumps),Mamaearth,10,250,Bi-Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0675,35-44,Female,Tier 2,Hairfall,Mild (Seasonal),Mamaearth,8,699,Quarterly,Chemical/Scientific,Just marketing gimmicks.
RESP_0676,35-44,Male,Tier 2,Hairfall,Severe (Visible Thinning),Dove,6,250,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0677,25-34,Female,Tier 1,Hairfall,Moderate (Clumps),Generic/Ayurvedic,1,699,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0678,25-34,Female,Tier 2,Hairfall,Mild (Seasonal),Mamaearth,1,699,Bi-Monthly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0679,45-54,Female,Tier 1,Frizz,Mild (Seasonal),Head & Shoulders,3,699,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0680,45-54,Male,Tier 1,Hairfall,Mild (Seasonal),Head & Shoulders,5,250,Quarterly,Ayurvedic/Herbal,Too expensive for daily use.
RESP_0681,45-54,Female,Tier 2,Dandruff,Severe (Visible Thinning),Generic/Ayurvedic,3,699,Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0682,35-44,Female,Tier 3,Hairfall,Mild (Seasonal),Dove,8,250,Bi-Monthly,Chemical/Scientific,I want something that actually stops hairfall.
RESP_0683,35-44,Female,Tier 2,Frizz,Moderate (Clumps),Pantene,2,699,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0684,45-54,Female,Tier 1,Dandruff,Mild (Seasonal),Mamaearth,6,699,Quarterly,Ayurvedic/Herbal,Just marketing gimmicks.
RESP_0685,45-54,Female,Tier 2,Hairfall,Moderate (Clumps),Tresemme,10,699,Monthly,No Preference,I want something that actually stops hairfall.
RESP_0686,45-54,Male,Tier 1,Oily Scalp,Moderate (Clumps),Dove,3,699,Quarterly,Ayurvedic/Herbal,I prefer natural smell.
RESP_0687,18-24,Male,Tier 1,Hairfall,Severe (Visible Thinning),Pantene,5,150,Monthly,Chemical/Scientific,Good but causes dandruff.
RESP_0688,25-34,Female,Tier 2,Oily Scalp,Severe (Visible Thinning),Mamaearth,5,699,Monthly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0689,35-44,Male,Tier 2,Hairfall,Moderate (Clumps),Tresemme,4,699,Bi-Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0690,18-24,Female,Tier 1,Hairfall,Moderate (Clumps),Mamaearth,5,399,Quarterly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0691,18-24,Male,Tier 1,Dandruff,Mild (Seasonal),Head & Shoulders,6,699,Monthly,No Preference,Just marketing gimmicks.
RESP_0692,25-34,Female,Tier 3,Dandruff,Moderate (Clumps),Dove,9,150,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0693,18-24,Female,Tier 1,Oily Scalp,Mild (Seasonal),Tresemme,4,499,Quarterly,Ayurvedic/Herbal,Made my hair dry but stopped fall.
RESP_0694,25-34,Male,Tier 1,Hairfall,Mild (Seasonal),Pantene,9,399,Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0695,55+,Female,Tier 2,Frizz,Severe (Visible Thinning),Tresemme,4,699,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0696,25-34,Male,Tier 2,Hairfall,Mild (Seasonal),Pantene,2,699,Bi-Monthly,Chemical/Scientific,Too expensive for daily use.
RESP_0697,18-24,Female,Tier 1,Dryness,Mild (Seasonal),Pantene,8,699,Monthly,Ayurvedic/Herbal,I want something that actually stops hairfall.
RESP_0698,25-34,Male,Tier 1,Hairfall,Moderate (Clumps),Mamaearth,4,499,Quarterly,Chemical/Scientific,Just marketing gimmicks.
RESP_0699,18-24,Female,Tier 1,Dandruff,Mild (Seasonal),Generic/Ayurvedic,8,499,Quarterly,Ayurvedic/Herbal,Nothing works on my scalp.
RESP_0700,18-24,Male,Tier 3,Hairfall,Mild (Seasonal),Tresemme,1,699,Monthly,Ayurvedic/Herbal,Good but causes dandruff.
RESP_0701,18-24,Female,Tier 1,Hairfall,Mild (Seasonal),Dove,2,699,Bi-Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0702,18-24,Female,Tier 1,Hairfall,Severe (Visible Thinning),Head & Shoulders,8,699,Monthly,Chemical/Scientific,I prefer natural smell.
RESP_0703,35-44,Female,Tier 1,Oily Scalp,Severe (Visible Thinning),Tresemme,6,399,Quarterly,Ayurvedic/Herbal,I need a solution for post-partum hair loss.
RESP_0704,25-34,Male,Tier 3,Hairfall,Severe (Visible Thinning),Dove,8,399,Bi-Monthly,No Preference,I need a solution for post-partum hair loss.
RESP_0705,45-54,Male,Tier 1,Hairfall,Mild (Seasonal),Head & Shoulders,8,399,Monthly,Chemical/Scientific,I need a solution for post-partum hair loss.
RESP_0706,18-24,Female,Tier 2,Dandruff,Severe (Visible Thinning),Tresemme,10,399,Bi-Monthly,Ayurvedic/Herbal,Just marketing gimmicks.
